"ID","status","sentence","sparqlQueGG","sparqlQald","TP","FP","FN","Precision","Recall","Fscore","Status"
"17","10","Which monarchs were married to a German?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Monarch ; dbo:spouse ?spouse { ?spouse dbo:birthPlace res:Germany } UNION { ?spouse dbo:birthPlace ?p . ?p dbo:country res:Germany } }","N","0.0","0.0","1.0","0.0","0.0","0.0","10"
"18","11","Which organizations were founded in 1950?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Organisation { ?uri dbo:formationYear ?date } UNION { ?uri dbo:foundingYear ?date } UNION { ?uri dbp:foundation ?date } UNION { ?uri dbp:formation ?date } FILTER regex(?date, ""^1950"") }","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {?uri dbo:formationYear ""1950""^^<http://www.w3.org/2001/XMLSchema#gYear> } ","0.0","107.0","0.0","0.0","0.0","0.0","11"
"19","N","Who created the comic Captain America?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Captain_America dbo:creator ?uri }","N","0.0","0.0","2.0","0.0","0.0","0.0","N"
"20","N","Give me the Apollo 14 astronauts.","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:mission res:Apollo_14 }","N","0.0","0.0","3.0","0.0","0.0","0.0","N"
"21","N","Who wrote the book The pillars of the Earth?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"22","N","Which state of the United States of America has the highest density?","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"23","N","Which spaceflights were launched from Baikonur?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome }","N","0.0","0.0","13.0","0.0","0.0","0.0","N"
"24","N","Give me a list of all trumpet players that were bandleaders.","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Trumpet }","N","0.0","0.0","46.0","0.0","0.0","0.0","N"
"25","N","Which U.S. states are in the same timezone as Utah?","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != res:Utah ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"26","N","Which U.S. states possess gold minerals?","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, ""gold"", ""i"") }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"27","N","Who is the daughter of Ingrid Bergman married to?","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ingrid_Bergman dbo:child ?child . ?child <http://dbpedia.org/property/spouse> ?uri }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"28","N","How deep is Lake Placid?","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Lake_Placid_(Texas)> dbo:maximumDepth ?n }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"29","N","Show me all museums in London.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> }","N","0.0","0.0","81.0","0.0","0.0","0.0","N"
"30","N","Which caves have more than 3 entrances?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Cave> ; <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) }","N","0.0","0.0","34.0","0.0","0.0","0.0","N"
"31","N","Who is the tallest player of the Atlanta Falcons?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/height> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"32","N","What are the top-10 action role-playing video games according to IGN?","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"33","N","Give me all writers that won the Nobel Prize in literature.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> }","N","0.0","0.0","21.0","0.0","0.0","0.0","N"
"34","N","Show me all basketball players that are higher than 2 meters.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }","N","0.0","0.0","4253.0","0.0","0.0","0.0","N"
"35","N","When was the Statue of Liberty built?","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"36","N","Which states border Illinois?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri }","N","0.0","0.0","5.0","0.0","0.0","0.0","N"
"37","N","Who developed Minecraft?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/developer> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"38","N","Where did Hillel Slovak die?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/deathPlace> ?uri }","N","0.0","0.0","2.0","0.0","0.0","0.0","N"
"39","N","What movies does Jesse Eisenberg play in?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> }","N","0.0","0.0","25.0","0.0","0.0","0.0","N"
"40","N","Give all swimmers that were born in Moscow.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> }","N","0.0","0.0","55.0","0.0","0.0","0.0","N"
"41","N","Give me all cosmonauts.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut> { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> } UNION { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> } }","N","0.0","0.0","118.0","0.0","0.0","0.0","N"
"42","N","Give me all Swiss non-profit organizations.","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Switzerland> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Switzerland> } }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"43","N","Which presidents were born in 1945?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/President> ; <http://dbpedia.org/ontology/birthDate> ?date FILTER regex(?date, ""^1945"") }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"44","N","What kind of music did Lou Reed play?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lou_Reed> <http://dbpedia.org/ontology/genre> ?uri }","N","0.0","0.0","5.0","0.0","0.0","0.0","N"
"45","N","Where do the Red Sox play?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Boston_Red_Sox> <http://dbpedia.org/property/ballpark> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"46","N","Show a list of soccer clubs that play in the Bundesliga.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Bundesliga> }","N","0.0","0.0","52.0","0.0","0.0","0.0","N"
"47","N","Which volcanos in Japan erupted since 2000?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Volcano> ; <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Japan> ; <http://dbpedia.org/ontology/eruptionYear> ?date FILTER ( year(?date) >= 2000 ) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"48","N","Which bridges cross the Seine?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Bridge> ; <http://dbpedia.org/ontology/crosses> <http://dbpedia.org/resource/Seine> }","N","0.0","0.0","33.0","0.0","0.0","0.0","N"
"49","N","What is the official color of the University of Oxford?","SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/University_of_Oxford> <http://dbpedia.org/ontology/officialSchoolColour> ?string }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"50","N","How many films did Hal Roach produce?","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Hal_Roach> }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"51","N","Give me all Danish movies.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> }","N","0.0","0.0","122.0","0.0","0.0","0.0","N"
"52","N","What is the most frequent cause of death?","SELECT DISTINCT ?x WHERE { ?uri <http://dbpedia.org/ontology/deathCause> ?x . } ORDER BY DESC(COUNT(DISTINCT ?uri)) OFFSET 0 LIMIT 1","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"53","N","Who are the four youngest MVP basketball players?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/birthDate> ?date ; <http://dbpedia.org/property/highlights> ?h FILTER regex(?h, ""MVP"") } ORDER BY DESC(?date) OFFSET 0 LIMIT 4","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"54","N","Give me all companies in Munich.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Munich> } }","N","0.0","0.0","140.0","0.0","0.0","0.0","N"
"55","N","Give me the capitals of all countries that the Himalayas run through.","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?country . ?country <http://dbpedia.org/ontology/capital> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"56","N","How many movies did Park Chan-wook direct?","SELECT COUNT(DISTINCT ?uri AS ?uri) WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Park_Chan-wook> . }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"57","N","Which rivers flow into a German lake?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> . ?x <http://dbpedia.org/ontology/inflow> ?uri ; a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> }","N","0.0","0.0","105.0","0.0","0.0","0.0","N"
"58","N","How many airlines are there?","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Airline> }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"59","N","Give me all islands that belong to Japan.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Island> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> }","N","0.0","0.0","88.0","0.0","0.0","0.0","N"
"60","N","How many inhabitants does Maribor have?","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/Maribor> <http://dbpedia.org/ontology/populationTotal> ?num }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"61","N","Give me all Apollo 14 astronauts.","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/mission> <http://dbpedia.org/resource/Apollo_14> }","N","0.0","0.0","3.0","0.0","0.0","0.0","N"
"62","N","Which companies have more than 1 million employees?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n } UNION { ?uri <http://dbpedia.org/property/numEmployees> ?n } FILTER ( ?n > 1000000 ) }","N","0.0","0.0","16.0","0.0","0.0","0.0","N"
"63","N","In which films directed by Garry Marshall was Julia Roberts starring?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> ; <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Garry_Marshall> }","N","0.0","0.0","3.0","0.0","0.0","0.0","N"
"64","N","Give me all soccer clubs in the Premier League.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Premier_League> }","N","0.0","0.0","264.0","0.0","0.0","0.0","N"
"65","N","What is the highest place of the Urals?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ural_Mountains> <http://dbpedia.org/property/highest> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"66","N","Who is the governor of Wyoming?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyoming> <http://dbpedia.org/property/governor> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"67","N","Where did the architect of the Eiffel Tower study?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eiffel_Tower> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/property/almaMater> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"68","N","Give me all world heritage sites designated within the past two years.","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WorldHeritageSite> . { ?uri <http://dbpedia.org/property/year> '2013'^^xsd:integer . } UNION { ?uri <http://dbpedia.org/property/year> '2014'^^xsd:integer . } }","N","0.0","0.0","33.0","0.0","0.0","0.0","N"
"69","N","Give me all actors who were born in Paris after 1950.","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Paris> . ?uri <http://dbpedia.org/ontology/birthDate> ?date . FILTER ( ?date >= xsd:dateTime('1950-12-31T00:00:00Z')) }","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"70","N","Which movies star both Liz Taylor and Richard Burton?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Elizabeth_Taylor> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Burton> }","N","0.0","0.0","11.0","0.0","0.0","0.0","N"
"71","N","Give me all Australian nonprofit organizations.","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"72","N","Which pope succeeded John Paul II?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"73","N","Give me all ESA astronauts.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"74","N","Who was president of Pakistan in 1978?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/years> 1978 }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"75","N","Who is the owner of Rolls-Royce?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri }","N","0.0","0.0","2.0","0.0","0.0","0.0","N"
"76","N","How many museums does Paris have?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }","N","0.0","0.0","21.0","0.0","0.0","0.0","N"
"77","N","Where was JFK assassinated?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"78","N","Give me all federal chancellors of Germany.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }","N","0.0","0.0","13.0","0.0","0.0","0.0","N"
"79","N","Show me everyone who was born on Halloween.","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"80","N","Which beer originated in Ireland?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"81","N","To which countries does the Himalayan mountain system extend?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"82","N","Which actors were born in Germany?","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Actor> { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Germany> } UNION { ?uri <http://dbpedia.org/ontology/birthPlace> ?place . ?place <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> } }","N","0.0","0.0","26.0","0.0","0.0","0.0","N"
"83","N","How much carbs does peanut butter have?","SELECT DISTINCT ?carbs WHERE { <http://dbpedia.org/resource/Peanut_butter> <http://dbpedia.org/property/carbs> ?carbs }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
"84","N","Who produced the most films?","SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/producer> ?uri . } ORDER BY DESC(COUNT(?film)) OFFSET 0 LIMIT 1","N","0.0","0.0","0.0","0.0","0.0","0.0","N"
"85","N","How many employees does Google have?","SELECT DISTINCT ?num WHERE { <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/numberOfEmployees> ?num }","N","0.0","0.0","1.0","0.0","0.0","0.0","N"
