ID,status,sentence,sparqlQald
99,Not Parsed,Who killed John Lennon?,N
101,Not Parsed,Give me all Australian metalcore bands.,N
103,Not Parsed,Give me all types of eating disorders.,N
104,Not Parsed,Was Marc Chagall a jew?,N
105,Not Parsed,What was Brazil's lowest rank in the FIFA World Ranking?,N
106,Not Parsed,How many films did Leonardo DiCaprio star in?,N
107,Not Parsed,Was Margaret Thatcher a chemist?,N
108,Not Parsed,Which U.S. states are in the same time zone as Utah?,N
109,Not Parsed,Give me all books written by Danielle Steel.,N
110,Not Parsed,Which country has the most official languages?,N
111,Not Parsed,What is the total amount of men and women serving in the FDNY?,N
112,Not Parsed,Which actor played Chewbacca?,N
113,Not Parsed,Give me all libraries established earlier than 1400.,N
114,Not Parsed,Which programming languages were influenced by Perl?,N
115,Not Parsed,In which U.S. state is Mount McKinley located?,N
116,Not Parsed,What airlines are part of the SkyTeam alliance?,N
117,Not Parsed,Which ships were called after Benjamin Franklin?,N
118,Not Parsed,Give me all Methodist politicians.,N
120,Not Parsed,What is the highest mountain?,N
121,Parsed,Which poet wrote the most books?,SELECT ?Answer WHERE { http://dbpedia.org/resource/The_Bachman_Books <http://dbpedia.org/ontology/author> ?Answer .}
122,Not Parsed,Which programming languages influenced Javascript?,N
123,Parsed,Which musician wrote the most books?,SELECT ?Answer WHERE { http://dbpedia.org/resource/The_Bachman_Books <http://dbpedia.org/ontology/author> ?Answer .}
124,Parsed,Which films starring Clint Eastwood did he direct himself?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Bill_Cosby:_Himself <http://dbpedia.org/ontology/director> ?Answer .}
125,Not Parsed,Which software has been developed by organizations founded in California?,N
127,Not Parsed,How many airlines are members of the Star Alliance?,N
128,Not Parsed,Give me all actors called Baldwin.,N
130,Not Parsed,For which label did Elvis record his first album?,N
131,Not Parsed,Is Christian Bale starring in Batman Begins?,N
133,Not Parsed,Which actor was casted in the most movies?,N
134,Not Parsed,Which countries have more than two official languages?,N
135,Not Parsed,Which countries have more than ten caves?,N
136,Not Parsed,Show me all songs from Bruce Springsteen released between 1980 and 1990.,N
138,Not Parsed,When did Latvia join the EU?,N
139,Not Parsed,Which soccer players were born on Malta?,N
140,Not Parsed,How many politicians graduated from Columbia University?,N
143,Not Parsed,Give me a list of all lakes in Denmark.,N
144,Parsed,How many children does Eddie Murphy have?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Murphy_Theatre <http://dbpedia.org/ontology/seatingCapacity> ?Answer .}
145,Not Parsed,Show me all English Gothic buildings in Kent.,N
146,Not Parsed,Who is the manager of Real Madrid?,N
147,Not Parsed,In which countries can you pay using the West African CFA franc?,N
148,Not Parsed,Which holidays are celebrated around the world?,N
149,Not Parsed,What is the longest river?,N
151,Not Parsed,What is the birth name of Angela Merkel?,N
152,Not Parsed,Who has Tom Cruise been married to?,N
153,Not Parsed,Which weapons did Heckler & Koch develop?,N
154,Not Parsed,What is the smallest city by area in Germany?,N
155,Not Parsed,What is the ruling party in Lisbon?,N
156,Not Parsed,How heavy is Jupiter's lightest moon?,N
157,Not Parsed,How many employees does IBM have?,N
159,Not Parsed,What does ICRO stand for?,N
160,Not Parsed,Does the new Battlestar Galactica series have more episodes than the old one?,N
163,Not Parsed,Which Greek parties are pro-European?,N
164,Not Parsed,Give me a list of all bandleaders that play trumpet.,N
165,Not Parsed,What is the second highest mountain on Earth?,N
166,Not Parsed,Is Egypts largest city also its capital?,N
168,Not Parsed,How many programming languages are there?,N
169,Not Parsed,Which Chess players died in the same place they were born in?,N
170,Not Parsed,Who is the owner of Facebook?,N
171,Not Parsed,Give me all movies with Tom Cruise.,N
172,Not Parsed,In which U.S. state is Fort Knox located?,N
174,Not Parsed,Which mountains are higher than the Nanga Parbat?,N
175,Not Parsed,Give me all B-sides of the Ramones.,N
176,Not Parsed,What are the specialities of the UNC Health Care?,N
177,Not Parsed,When was Olof Palme shot?,N
178,Not Parsed,List the seven kings of Rome.,N
179,Not Parsed,Give me all people that were born in Vienna and died in Berlin.,N
180,Not Parsed,Is Darth Vader Luke’s father?,N
181,Not Parsed,Show me all the breweries in Australia.,N
183,Not Parsed,Give me all soccer clubs in Spain.,N
185,Not Parsed,Give me all breeds of the German Shepherd dog.,N
186,Not Parsed,Who is the heaviest player of the Chicago Bulls?,N
187,Not Parsed,Which languages are spoken in Estonia?,N
188,Not Parsed,What is the largest country in the world?,N
189,Not Parsed,What is the largest city in america?,N
193,Not Parsed,Is Cola a beverage?,N
194,Not Parsed,What is the alma mater of the chancellor of Germany Angela Merkel?,N
198,Not Parsed,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,N
199,Not Parsed,Which ingredients do I need for carrot cake?,N
201,Not Parsed,What is the highest mountain in Saxony Germany?,N
202,Not Parsed,Who is the current federal minister of finance in Germany?,N
203,Not Parsed,In which country is Mecca located?,N
204,Parsed,Who played Gus Fring in Breaking Bad?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Breaking_Bad <http://dbpedia.org/ontology/genre> ?Answer .}
205,Parsed,In which country does the Nile start?,SELECT ?Answer WHERE { http://dbpedia.org/resource/The_Jewel_of_the_Nile <http://dbpedia.org/ontology/starring> ?Answer .}
206,Not Parsed,In which state Penn State University is located?,N
207,Not Parsed,What is the biggest stadium in Spain?,N
208,Not Parsed,Who is the coach of Ankara's ice hockey team?,N
209,Not Parsed,How large is the area of UK?,N
211,Not Parsed,Was Sigmund Freud married?,N
213,Not Parsed,Give me all movies directed by Francis Ford Coppola.,N
214,Not Parsed,Are tree frogs a type of amphibian?,N
218,Not Parsed,when was the founding date of french fifth republic?,N
219,Not Parsed,Who was the first King of England?,N
222,Not Parsed,Who is the youngest Darts player?,N
223,Not Parsed,Is horse racing a sport?,N
226,Not Parsed,When was the last episode of the TV series Friends aired?,N
227,Parsed,Is the wife of president Obama called Michelle?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Michelle_Obama <http://dbpedia.org/ontology/spouse> ?Answer .}
229,Not Parsed,Who is 8th president of US?,N
230,Not Parsed,how much is the total population of  european union?,N
231,Not Parsed,Give me all launch pads operated by NASA.,N
233,Not Parsed,What is the birth name of Adele?,N
234,Parsed,What is the population of Cairo?,SELECT ?Answer WHERE { <http://dbpedia.org/resource/Cairo> <http://dbpedia.org/ontology/populationTotal> ?Answer .}
235,Not Parsed,Is Frank Herbert still alive?,N
236,Not Parsed,What is the last work of Dan Brown?,N
237,Not Parsed,Where is Sungkyunkwan University?,N
239,Not Parsed,When was the death  of  Shakespeare?,N
244,Not Parsed,How often did Jane Fonda marry?,N
247,Not Parsed,In which programming language is GIMP written?,N
248,Not Parsed,Which university did Angela Merkel attend?,N
250,Not Parsed,How many Aldi stores are there?,N
251,Not Parsed,What is the longest river in the world?,N
253,Not Parsed,Which companies produce hovercrafts?,N
255,Not Parsed,Which species does an elephant belong?,N
257,Not Parsed,In which ancient empire could you pay with cocoa beans?,N
258,Not Parsed,How many theories did Albert Einstein come up with?,N
260,Not Parsed,Give me the runtime of Toy Story.,N
262,Not Parsed,With how many countries Iran has borders?,N
266,Not Parsed,Did Arnold Schwarzenegger attend a university?,N
267,Not Parsed,Is James Bond married?,N
268,Not Parsed,Does the Isar flow into a lake?,N
269,Not Parsed,Which Indian company has the most employees?,N
270,Not Parsed,Who was John F. Kennedy's vice president?,N
273,Not Parsed,In what city is the Heineken brewery?,N
274,Not Parsed,Is Barack Obama a democrat?,N
276,Not Parsed,From which region is the Melon de Bourgogne?,N
278,Parsed,how big is the total area of North Rhine- Westphalia?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Of_Arena <http://dbpedia.org/ontology/seatingCapacity> ?Answer .}
279,Not Parsed,Which city has the most inhabitants?,N
280,Not Parsed,What is Donald Trump's main business?,N
281,Not Parsed,When will start the final match of the football world cup 2018?,N
283,Not Parsed,how much is the population  Iraq?,N
284,Parsed,How many inhabitants does the largest city in Canada have?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Shakespeare_in_the_Park_(New_York_City) <http://dbpedia.org/ontology/seatingCapacity> ?Answer .}
285,Parsed,Who is the mayor of the capital of French Polynesia?,SELECT ?Answer WHERE { http://dbpedia.org/resource/French_Community_of_Belgium <http://dbpedia.org/ontology/leaderName> ?Answer .}
288,Not Parsed,how much is the population densty rank of germany?,N
289,Not Parsed,What is the highest mountain in Italy?,N
293,Not Parsed,What is in a chocolate chip cookie?,N
297,Not Parsed,In which time zone is Rome?,N
299,Not Parsed,Who are the writers of the Wall album of Pink Floyd?,N
301,Not Parsed,What is the largest city in Australia?,N
303,Not Parsed,What form of government is found in South Africa?,N
305,Not Parsed,Which holidays are celebrated around the world? ,N
307,Not Parsed,How many languages are spoken in Turkmenistan?,N
308,Not Parsed,Did Che Guevara have children?,N
309,Not Parsed,Did Kaurismäki ever win the Grand Prix at Cannes?,N
310,Parsed,To which party does the mayor of Paris belong?,SELECT ?Answer WHERE { http://dbpedia.org/resource/The_House_of_Culture_(Helsinki) <http://dbpedia.org/ontology/architecturalStyle> ?Answer .}
311,Not Parsed,Who is the Formula 1 race driver with the most races?,N
312,Not Parsed,What country is Sitecore from?,N
314,Not Parsed,Is Christian Bale starring in Velvet Goldmine?,N
316,Not Parsed,How many ethnic groups live in Slovenia?,N
318,Not Parsed,Was Natalie Portman born in the United States?,N
319,Parsed,How many pages does War and Peace have?,SELECT ?Answer WHERE { http://dbpedia.org/resource/War_Heroes_Stadium <http://dbpedia.org/ontology/seatingCapacity> ?Answer .}
320,Not Parsed,Who is the oldest child of Meryl Streep?,N
322,Not Parsed,What does IYCM stand for?,N
324,Not Parsed,Was U.S. president Jackson involved in a war?,N
325,Not Parsed,When was the Titanic completed?,N
326,Not Parsed,Did Tesla win a nobel prize in physics?,N
327,Not Parsed,How many states are in Mexico?,N
329,Not Parsed,How much did the Lego Movie cost?,N
332,Not Parsed,Which city has the least inhabitants?,N
334,Not Parsed,Does Neymar play for Real Madrid?,N
336,Not Parsed,Do Prince Harry and Prince William have the same parents?,N
338,Not Parsed,Does Breaking Bad have more episodes than Game of Thrones?,N
340,Not Parsed,Which building after the Burj Khalifa has the most floors?,N
341,Not Parsed,What was the final result of the War of the Roses?,N
342,Not Parsed,How much did Pulp Fiction cost?,N
343,Not Parsed,Is proinsulin a protein?,N
344,Not Parsed,Do Urdu and Persian have a common root?,N
345,Not Parsed,Who is starring in Spanish movies produced by Benicio del Toro?,N
346,Not Parsed,Is Lake Baikal bigger than the Great Bear Lake?,N
347,Not Parsed,Show me all books in Asimov's Foundation series.,N
349,Not Parsed,Which city has the oldest running metro?,N
353,Not Parsed,"What is the total population of Melbourne, Florida?",N
354,Parsed,What country is Mount Everest in?,SELECT ?Answer WHERE { http://dbpedia.org/resource/Willie_Mount <http://dbpedia.org/ontology/birthPlace> ?Answer .}
355,Parsed,To which artistic movement did the painter of The Three Dancers belong?,SELECT ?Answer WHERE { ?Answer <http://dbpedia.org/ontology/artist> http://dbpedia.org/resource/The_The .}
357,Not Parsed,What is the bridge with the longest span?,N
358,Not Parsed,Is there a video game called Battle Chess?,N
360,Not Parsed,Does the Ford Motor Company have a manufacturing plant in Malaysia?,N
361,Not Parsed,Did Socrates influence Aristotle?,N
362,Not Parsed,How many children did Benjamin Franklin have?,N
366,Not Parsed,In which city does the Chile Route 68 end?,N
367,Not Parsed,Give me the grandchildren of Elvis Presley.,N
369,Not Parsed,In which military conflicts did Lawrence of Arabia participate?,N
370,Not Parsed,What is the timezone in San Pedro de Atacama?,N
372,Not Parsed,What did Bruce Carver die from?,N
374,Not Parsed,Does Abraham Lincoln's death place have a website?,N
375,Not Parsed,Did Elvis Presley have children?,N
382,Not Parsed,What form of government does Russia have?,N
384,Not Parsed,Who was the first to climb Mount Everest?,N
385,Not Parsed,How many languages are spoken in Colombia?,N
387,Not Parsed,Where in France is sparkling wine produced?,N
391,Not Parsed,Show me Hemingway's autobiography.,N
393,Not Parsed,What are the five boroughs of New York?,N
394,Not Parsed,Give me all Canadian Grunge record labels.,N
395,Parsed,In which country does the Ganges start?,SELECT ?Answer WHERE { http://dbpedia.org/resource/The_(206) <http://dbpedia.org/ontology/starring> ?Answer .}
398,Not Parsed,Who is the president of Eritrea?,N
399,Not Parsed,In which city did John F. Kennedy die?,N
400,Not Parsed,What is the highest mountain in Australia?,N
403,Not Parsed,Give me all Swedish oceanographers.,N
407,Not Parsed,Which of Tim Burton's films had the highest budget?,N
408,Not Parsed,Which museum in New York has the most visitors?,N
409,Not Parsed,What was the first Queen album?,N
410,Not Parsed,What was the first name of the band Queens of the Stone Age?,N
411,Not Parsed,What was the last movie with Alec Guinness?,N
